sentence,label
oh yeah that would be well depends on what type of car you had though too i guess it would be worth it helicopter yeah helicopter there is a helipad there right yeah exactly,1
they do it s believe me it is huge,1
i just got into it i just kind of fell into it literally i was walking around and,1
it is pretty wild,1
yeah well i doubt garbage ping pong garbage,3
for free that is really what it is about i mean who cares i mean if i have to play softball all the time,1
yeah we have like away games and stuff,3
but you know i am like garbage,3
i am going to have a mustache on the force,1
pull over,1
did you talk to him,2
cried hard,2
breathing,2
he is dreaming about him again walking the streets,0
what do you mean a mistake,0
what can you prove it what proof do you have can you prove it,0
to you it is to me it is but to your father you can talk yourself til you are blue in the face but there is was no grave and there is no body so where are you,0
the trouble is those god damn news papers every month some boy comes back missing longer then larry so,0
why,0
well what do you want me to do you are old enough known your own business,0
i am sorry i ignore what i have got to ignore that girl is larry s girl,0
from father s point of view he is not dead and you have no right to take his girl i am just saying that you can go on from there if you know where to go but i am saying i do not know where to go see i do not know,0
you are a considerate fellow there is nothing wrong in that,3
did you ask annie yet,3
i do not see why it has to be annie,0
that is a good answer but it does not answer anything you have not seen her since you went away to war it is been five years,0
he thinks he is coming back chris you marry that girl you are pronouncing him dead,2
do you know what that ll do to you to your father do you know i don t,0
are you crazy,0
you have a business here i said what the hell is this,0
oh must you be inspired,0
well you do not want to think like that,0
all right but you do not think like that because what the hell is this all for this is all for you what are we working for chris the whole shooting match is for you,0
well you do not think like that,0
i do not understand you do i,0
well i can see that,0
he saw it,3
i was out here at four this morning i heard a crack and i looked out the window and he was standing right over there,3
i do not know but he went back in the kitchen and he cried,2
no i figured i would just let it wait,2
yeah i could hear him crying through the floorboards in my room,2
i do not know,2
i guess he is,2
i am going to ask her to marry me,3
see then it is not just my business sometimes you infuriate me you know that you know it is just your business too if i tell father and he throws a fit about it huh,0
she is not larry s girl,0
to hell with that,0
no i wanted to get this all sorted out first,2
